time (sec),X vibration (m/s^2),Y vibration (m/s^2),Z vibration (m/s^2)
10.7396,-0.0113402,0.0314679,-0.0121042
10.7496,-0.0337877,0.0103752,-0.0254179
10.7596,-0.0116437,0.0251952,0.024415
10.7696,2.57793e-05,0.0305881,-0.0296
10.7796,0.0244143,-0.0136984,-0.0620674
10.7896,0.0046599,-0.0145903,-0.00220894
10.7996,0.0154313,0.0148939,-0.0246507
10.8096,0.0211151,0.0104106,-0.0168659
10.8196,0.0329338,0.00398192,-0.000402175
10.8296,0.0184165,-0.00558915,-0.03272
10.8396,0.0167678,0.00982904,0.0199557
10.8496,0.0223017,0.0110317,0.0449486
10.8596,-0.00119408,-0.0117075,0.0370214
10.8696,-0.00508748,-0.0301074,-0.000234646
10.8796,-0.00524003,-0.00870392,-0.0189357
10.8896,-0.00225027,0.00611547,-0.0289579
10.8996,-0.00285185,-0.0104889,-0.0594804
10.9096,-0.0267968,-0.00749087,0.0579877
10.9196,-0.00959176,-0.000901643,-0.0624664
10.9296,-0.0317412,0.00194662,-0.032835
10.9396,-0.0205217,0.0127256,-0.00440073
10.9496,-0.0173827,-0.000886289,0.0421395
10.9596,-0.00152464,-0.00118054,0.0244857
10.9696,0.00730045,0.0214196,-0.00947864
10.9796,-0.00572146,0.00197171,0.0229957
10.9896,-0.0102141,-0.010144,0.0436487
10.9996,-0.00363378,-0.00340552,-0.0260788
11.0096,-0.00363748,-0.00340075,-0.0260757
11.0196,0.0207495,0.0154582,0.00415398
11.0296,0.0131142,0.0260871,-0.0176899
11.0396,-0.0091855,0.0295333,0.000718433
11.0496,0.0140042,0.00230405,0.00685655
11.0596,0.016993,0.0189182,0.00551281
11.0696,0.0178867,-0.00876005,0.0598339
11.0796,-0.00411394,7.29463e-05,-0.00330983
11.0896,-0.00381883,0.0175848,0.0112079
11.0996,-0.00576832,0.0214797,0.0457768
11.1096,0.00230779,0.00262979,-0.0312831
11.1196,-0.000838904,-0.017118,-0.0715325
11.1296,-0.00189074,0.00832444,0.0278291
11.1396,0.00498812,-0.00932852,0.00927696
11.1496,0.00453473,-0.00363822,-0.00493569
11.1596,0.000789276,-0.0118642,-0.0629919
11.1696,0.000934327,-0.00976522,0.0191614
11.1796,0.00616697,-0.000932682,0.0341279
11.1896,0.0115492,0.00206399,0.0244043
11.1996,0.00196773,0.0155352,-0.0159949
11.2096,0.00854695,-0.032195,0.0128878
11.2196,-0.00657118,-0.00331137,0.0932454
11.2296,0.00165396,-0.017972,-0.0493556
11.2396,-0.0140628,-0.0356254,-0.0622216
11.2496,0.0131661,-0.0053951,0.0301069
11.2595,-0.0029997,0.00508311,-0.028099
11.2695,-0.0209612,0.00149544,-0.0319868
11.2795,-0.0109406,0.0176598,-0.0147759
11.2895,-0.00915013,-0.0282751,0.0182965
11.2995,-0.0155897,0.0149733,0.069026
11.3095,0.00834692,0.0118344,-0.00563993
11.3195,0.00983801,0.0187211,-0.0243418
11.3295,-0.0236859,0.0413196,0.0361141
11.3395,0.0162617,0.0103482,0.0608069
11.3495,0.00458464,0.000774753,-0.0571041
11.3595,0.0017361,0.020979,-0.0627875
11.3695,-0.00201029,-0.0260037,-0.0042769
11.3795,-0.00201581,-0.0260005,-0.00427417
11.3895,-0.00232064,-0.032282,-0.0318046
11.3995,0.00545487,0.0109661,-0.0286594
11.4095,0.00754416,0.00169173,0.0508004
11.4195,0.0129254,0.00364008,-0.0163837
11.4295,-0.00967541,-0.00428761,0.0223749
11.4395,0.000494145,0.00903307,0.0611336
11.4495,0.0135068,-0.0071247,0.00981105
11.4595,-0.00295906,-0.0259759,-0.0518364
11.4695,0.00736004,-0.0104108,-0.0207092
11.4795,0.00780309,0.000964487,0.0178999
11.4895,-0.00821392,-0.0198321,-0.0183093
11.4995,-0.00792056,-0.0264133,-0.0289306
11.5095,0.00404442,-0.00665841,0.00384269
11.5195,-0.00808213,0.028509,-0.00288805
11.5295,-0.018862,0.0427273,0.066247
11.5395,0.00387676,0.00816396,0.0231546
11.5495,-0.00929732,0.0345027,0.0098399
11.5595,0.0114961,0.041688,0.0170254
11.5695,-0.0109555,0.0261285,-0.0368407
11.5795,-0.0147026,-0.00125232,-0.0438706
11.5895,0.00100313,0.0214951,-0.0151373
11.5995,-0.00453961,-0.0325211,-0.0203716
11.6095,-0.0121773,-0.0229417,0.0246722
11.6195,0.0108605,-0.0103697,0.0189891
11.6295,0.0184858,-0.0476266,-0.0345777
11.6395,0.0115962,-0.0211383,0.0149552
11.6495,0.0205681,-0.0157489,0.0136117
11.6595,0.00380252,-0.0129032,-0.0239439
11.6695,0.0163657,0.00909587,0.0374104
11.6795,0.0184542,-0.00227401,0.024545
11.6895,0.0265283,-0.00945407,-0.0504197
11.6995,0.00512385,0.0126946,0.0012083
11.7095,0.0244206,-0.00391257,-0.0207849
11.7195,0.0113958,-0.00854884,0.000766161
11.7295,0.0094441,0.0219795,0.0538906
11.7395,0.0034522,0.0080657,-0.023917
11.7495,-0.00852518,0.0224332,-0.0304975
11.7595,0.00852694,0.00253399,0.0124517
11.7695,-0.022155,-0.013774,0.047171
11.7795,-0.0176724,-0.00853431,0.0343058
11.7895,-0.0356353,-0.017959,-0.0185123
11.7995,-0.046266,0.00718232,-0.0194064
11.8095,-0.0118561,0.0106263,-0.0191035
11.8195,-0.0120123,-0.00702841,-0.0268808
11.8295,-0.0171064,0.0187114,0.00993352
11.8395,0.012964,0.0287395,0.0253499
11.8495,-6.09625e-05,-0.0209375,-0.0524573
11.8595,0.014148,0.00330594,-0.0368912
11.8695,0.0274591,0.0139325,0.0195257
11.8795,0.0290985,-0.015394,0.00561338
11.8895,0.00993844,-0.0210778,0.0335994
11.8995,0.0204064,-0.0161375,0.0154974
11.9095,0.0287795,-0.0272082,-0.0647038
11.9195,0.0253313,-0.0164321,-0.0231008
11.9295,0.0242772,-0.0102947,0.0572582
11.9395,0.00825954,-0.0254056,-0.0178552
11.9495,0.000621482,0.0146993,-0.0485265
11.9595,0.0160275,-0.00998843,-0.00692333
11.9695,-0.00133697,-0.0123803,-0.0208353
11.9795,-0.00358811,-0.00998381,0.014184
11.9895,-0.0166131,0.00692744,0.0230169
11.9995,-0.014824,0.00618157,0.0426236
12.0095,-0.00974296,-0.0156631,0.0188358
12.0195,-0.0169321,-0.0096753,-0.0190178
12.0295,-0.00960648,-0.0147606,-0.0411596
12.0395,-0.00766777,0.020107,0.0303712
12.0495,-0.00991889,-0.00428148,-0.0113728
12.0595,-0.0139656,0.0159218,0.00958087
12.0695,-0.000355267,-0.00143378,0.000308011
12.0795,-6.25445e-05,-0.0166944,-0.0177934
12.0895,-0.0190729,0.00500519,0.0311425
12.0995,0.00291711,0.0220661,-0.0119482
12.1095,0.00291058,0.0220684,-0.0119434
12.1195,-0.00951578,0.00172007,0.0480657
12.1295,0.0169634,-0.0114457,-0.0245033
12.1395,-0.0105762,-0.0234143,-0.0209072
12.1495,-0.00998419,-0.0310435,-0.028833
12.1595,-0.0107389,-0.0377748,0.0365631
12.1695,0.00885708,-0.00994013,-0.0193961
12.1795,-0.00102539,-0.012332,-0.0322598
12.1895,-0.00686767,-0.0262459,-0.0327038
12.1995,0.00479756,-0.017864,0.0181777
12.2095,0.0013495,0.00203994,0.0270113
12.2195,0.0167557,0.00099477,0.00876077
12.2295,0.0168989,0.0093767,-0.000810856
12.2395,0.016294,-0.00872705,0.0358553
12.2495,0.00461599,0.0135711,-0.000501267
12.2595,0.0218179,0.00459517,0.00219739
12.2695,0.0312387,-0.0127604,-0.0126114
12.2795,-0.0108155,-0.0085683,0.0134306
12.2895,0.00339365,-0.0112595,-0.0218784
12.2995,0.000693927,-0.0103594,-0.0462638
12.3095,0.000837316,-0.0274157,-0.0344372
12.3195,-0.011888,-0.0076614,0.0113569
12.3295,-0.014887,0.0134396,0.0179463
12.3395,-0.0211779,0.0230186,0.038003
12.3495,-0.0144504,0.0140427,-0.0224448
12.3595,-0.022088,0.0291583,-0.00328591
12.3695,-0.037806,0.0109049,0.03772
12.3795,-0.0137206,-0.0181224,0.0371269
12.3895,-0.0207596,-0.0100398,-0.030653
12.3995,-0.0155283,0.0258753,0.0239698
12.4095,-0.0144869,-0.0263456,-0.00774765
12.4195,-0.000427065,-0.00434681,-0.0643048
12.4295,0.0116875,-0.0061402,-0.0276383
12.4395,0.0097363,-0.0164629,0.0643938
12.4495,0.0173618,-0.0365119,0.0452458
12.4595,0.0317211,-0.0115204,-0.0524613
12.4695,0.0164523,0.00434333,0.0231107
12.4795,0.0164464,0.00434557,0.0231163
12.4895,0.0128493,-0.00373257,-0.00156814
12.4995,0.00461354,0.00913841,-0.00799692
12.5095,0.0107429,-0.012407,-0.0343274
12.5195,0.0031057,-0.0273685,-0.0208545
12.5295,-0.00438182,-0.0201837,-0.0168087
12.5395,0.0120725,-0.00611561,-0.032066
12.5495,-0.0178604,0.0122919,0.0119327
12.5595,-0.0205595,-0.00805644,0.041716
12.5695,-0.0258023,0.00601162,-0.0751446
12.5795,-0.00620547,0.0333973,-0.046708
12.5895,-0.029255,0.0253192,0.102186
12.5995,-0.00636609,-0.00236138,0.0915674
12.6095,-0.0306127,0.0166447,-0.0258917
12.6195,0.00783854,0.0196396,-0.0516237
12.6295,-0.0183532,0.00916726,0.0266419
12.6395,-0.000851102,-0.00579419,-0.0451782
12.6495,0.0028845,-0.0195586,0.00420748
12.6595,0.00302887,-0.0102789,0.0200745
12.6695,0.00257471,0.0048366,0.0262151
12.6795,0.0145404,-0.0217965,-0.0354296
12.6895,0.0118418,-0.0128161,-0.029289
12.6995,0.00510302,-0.00428465,0.0241367
12.7095,0.00449937,-0.00248683,0.0428468
12.7195,0.012425,0.00454828,0.0100818
12.7295,-0.0137664,-0.0455778,-0.0328585
12.7395,-0.00778593,-0.00158247,-0.0614336
12.7495,0.00522749,0.00335771,-0.0340448
12.7595,0.00881384,-0.00591759,0.0291073
12.7695,-0.00361089,0.0111432,0.00846277
12.7795,-0.000323744,0.00650658,0.00592427
12.7895,0.0119416,0.0316477,-0.0138225
12.7995,0.0120865,0.0199782,-0.00289372
12.8095,0.0144759,-0.024761,-0.0251843
12.8195,0.00399664,0.0111539,0.043953
12.8295,0.00429123,0.0151963,0.0554802
12.8395,-0.00499089,0.000683645,-0.0392346
12.8495,-0.0211563,0.0143027,-0.0272585
12.8595,-0.0154746,-0.00305301,0.00372133
12.8695,-0.00201189,0.0213399,0.022431
12.8795,-0.0100968,0.0105682,-0.0214075
12.8895,-0.00187123,0.0213441,-0.0336727
12.8995,-0.0162408,-0.0204024,-0.00763101
12.9095,-0.00337644,0.0137168,0.0041952
12.9195,-0.00113626,0.0117736,-0.0043292
12.9295,-0.00353479,0.00623916,0.0510412
12.9395,-0.0111706,-0.00453261,0.0778309
12.9495,0.00438738,-0.0244322,-0.044567
12.9595,0.0221899,-0.0145541,-0.0252592
12.9695,0.0284704,-0.00976373,0.0193372
12.9795,0.0160464,0.00176032,0.0126082
12.9895,3.11626e-05,-0.0218802,0.0239852
12.9995,-0.00595841,0.0207682,-0.00219669
13.0095,0.00630772,0.0403726,-0.0297253
13.0195,0.00211385,0.01344,-0.0247829
13.0295,-0.0025289,-0.0085546,0.0356748
13.0395,0.00450004,0.0135936,0.0549822
13.0495,0.0232007,0.00955535,-0.0237223
13.0595,0.00134979,-0.0113918,-0.00546235
13.0695,0.00149554,-0.0318901,0.0334474
13.0795,-0.00239888,0.00507203,-0.00680068
13.0895,-0.000158159,0.00881484,-0.0326837
13.0995,-0.0146767,0.00866708,-0.00275229
13.1095,0.00641827,-0.00405017,-0.0171134
13.1195,-0.00750168,0.0116635,-0.00618593
13.1295,-0.00735576,0.00927116,0.0159642
13.1395,-0.00137399,0.0350105,-0.0076745
13.1495,0.00760054,0.00538421,0.0111835
13.1595,-0.0205348,0.00418888,0.00400475
13.1695,-0.0030309,0.0332201,0.0165779
13.1795,-0.010666,0.0248422,0.0194247
13.1895,-0.0132133,-0.00822576,0.0346913
13.1995,-0.0132169,-0.00822408,0.0346948
13.2095,-0.0139686,-0.0189962,-0.0832153
13.2195,-0.00155221,-0.0197428,0.00582192
13.2295,0.00203561,-0.00821915,0.00657351
13.2395,-0.00170873,-0.00312991,-0.0350221
13.2495,0.00591932,0.00779513,-0.00299657
13.2595,-0.0032119,-0.0134517,0.0221456
13.2695,0.00456584,-0.0153955,0.0249919
13.2795,0.0193765,0.000168215,-0.0119652
13.2895,0.00815046,0.025159,0.0104834
13.2995,0.0192203,0.00226603,0.00180754
13.3095,0.0223594,-0.0231708,0.0188691
13.3195,0.0328307,-0.0156876,-0.0465191
13.3295,0.0260938,-0.0141899,-0.0224248
13.3395,0.0121744,-0.0141886,-0.0266117
13.3495,0.0174085,-0.0210705,0.0250157
13.3595,-0.0176096,-0.0143356,0.0163395
13.3695,-0.0209048,-0.00864823,-0.00221271
13.3795,-0.0158203,0.00661589,0.0061696
13.3895,-0.0334805,0.0238253,-0.00115998
13.3995,-0.0146294,0.017392,0.0106639
13.4095,-0.0189719,0.0114076,-0.0276406
13.4195,-0.0263072,0.000784492,0.0205449
13.4295,0.00197114,-0.01343,0.00648147
13.4395,-0.00341879,-0.00998734,-0.00473888
13.4495,-0.00446924,0.00542618,0.00828185
13.4595,-0.0158446,-0.00789057,0.0193573
13.4695,0.0031563,-0.00235314,0.0254946
13.4795,-0.000737186,-0.00459685,-0.0169999
13.4895,0.0230521,-0.00818733,-0.0250781
13.4995,0.00374609,-0.0066902,0.0500416
13.5095,0.0246923,-0.00743766,0.0298428
13.5195,-0.00314295,-0.00953188,-0.0087614
13.5295,0.00493458,0.00662952,-0.00546736
13.5395,0.0206436,0.0100718,0.0193743
13.5495,0.0200422,0.00618178,-0.0467631
13.5595,0.0200394,0.00618231,-0.0467611
13.5695,-0.00166067,-0.0252409,0.0591835
13.5795,-1.74381e-05,-0.00608696,-0.00845037
13.5895,0.00626455,-0.0201524,-0.0428649
13.5995,0.00102453,0.0215966,-0.00201232
13.6095,0.00341599,0.0159107,0.0228292
13.6195,-0.000477271,-0.00369141,0.0253748
13.6295,-0.00781216,0.00738194,0.000237547
13.6395,0.000714452,0.0209991,0.0265753
13.6495,-0.00108385,0.0187547,-0.0180147
13.6595,-0.00707196,0.0085795,-0.0308818
13.6695,-0.00363296,-0.0149134,-0.0105295
13.6795,-0.0148583,-0.00563588,-0.00544025
13.6895,-0.00603237,0.00528758,0.0514233
13.6995,-0.0111226,0.000199875,-0.00214502
13.7095,-0.00184772,-0.0203004,-0.0350635
13.7195,0.00278845,-0.00473838,-0.0180034
13.7295,-0.0138238,0.0206997,0.034371
13.7395,-0.00469847,-0.0102753,0.00534305
13.7495,0.0144525,-0.0182064,-0.0238346
13.7594,-0.00724733,-0.0334696,0.0574196
13.7694,0.00307509,-0.0179078,0.0126798
13.7794,0.00935734,0.0245886,-0.0591443
13.7894,0.0110009,-0.0035435,-0.0155986
13.7994,0.0142904,-0.00623745,0.0313888
13.8094,0.0253611,0.0112695,0.0236092
13.8194,0.00844967,0.0166558,-0.0331017
13.8294,0.00874651,0.00483393,-0.0248702
13.8394,0.0129339,0.011118,0.0436648
13.8494,0.0165228,0.024435,-0.00795837
13.8594,0.015024,0.0242846,0.0324449
13.8694,-0.00413187,0.0150063,0.0484575
13.8794,-0.0140103,0.00153817,0.0263127
13.8894,0.00962995,0.041191,-0.0549386
13.8994,0.00259466,-0.00355128,-0.0366815
13.9094,-0.00982753,0.00901723,-1.91018e-05
13.9194,-0.0244943,-0.00430144,0.0272162
13.9294,-0.0244966,-0.0043025,0.0272176
13.9394,-0.00369945,-0.00116123,-0.0270991
13.9494,-0.00983688,0.0181408,-0.000312741
13.9594,-0.020613,0.00975992,0.0333569
13.9694,-0.00355677,-0.00610279,0.0285699
13.9794,0.00332422,0.0015274,0.0368014
13.9894,-0.00251391,-0.0025141,-0.0185628
13.9994,0.00990364,-0.00416147,-0.0510325
14.0094,0.00241952,0.00287005,-0.0230491
14.0194,0.0157349,0.00256933,0.0469822
14.0294,-0.0183845,-0.00730818,0.0327682
14.0394,0.0100442,-0.0243683,0.000298417
14.0494,0.0071988,0.00780201,-0.0341166
14.0594,0.00465271,0.00690257,0.00239612
14.0694,0.0007599,0.0287478,0.05492
14.0794,0.00584529,0.020965,0.016764
14.0894,-0.00552935,0.00809453,0.00928358
14.0994,-0.00732724,0.000910176,0.0327779
14.1094,0.0231964,0.00569671,-0.0185461
14.1194,-0.00927702,0.0131767,-0.0628371
14.1294,0.0136151,0.00973308,-0.0167477
14.1394,0.0034376,-0.026032,0.0190169
14.1494,-0.00299902,-0.0222931,0.0276972
14.1594,0.00403165,-0.0196017,-0.0038748
14.1694,0.00747104,0.0112213,0.000615662
14.1794,-0.0106372,-0.00179925,-0.0433762
14.1894,-0.00136202,-0.0163162,0.00301255
14.1994,-0.000167175,-0.00180368,-0.0038694
14.2094,-0.0217171,0.0195921,0.0381798
14.2194,0.00282105,0.0460754,-0.00386675
14.2294,0.00536261,-0.00330704,-0.0412746
14.2394,0.00341507,-0.0303937,-0.0267585
14.2494,-0.0112516,-0.00196519,0.0103526
14.2594,-0.00137784,-0.0124423,0.0301059
14.2694,-0.0248731,-0.00750681,0.0137968
14.2794,-0.00901386,-0.0193307,-0.0040087
14.2894,-0.000486857,-0.0275634,0.00541965
14.2994,-0.00467897,-0.00137965,0.00976033
14.3094,0.00714002,0.00729654,-0.000563397
14.3194,0.00893336,-0.00288153,0.0384929
14.3294,-0.0039377,0.010134,0.00437696
14.3394,0.00833019,0.012675,-0.0487429
14.3494,0.0186528,0.015964,0.00318214
14.3594,0.00578172,0.0226947,0.0271251
14.3694,0.00937066,0.0176041,0.0118633
14.3794,0.012361,-0.0133738,-0.0527787
14.3894,0.00562504,-0.00858852,0.00857334
14.3994,0.0321084,0.00577344,0.0435893
14.4094,0.0035254,0.00786515,-0.00549052
14.4194,-0.00336027,-0.00755067,0.0153099
14.4294,-0.00635539,-0.0027656,0.00812829
14.4394,-0.00216796,0.019078,-0.0104258
14.4494,-0.0166851,0.0120417,0.00408986
14.4594,-0.0258154,0.0186222,-0.0155117
14.4694,-0.0383873,0.0129326,0.0129201
14.4794,-0.0134004,0.0257978,0.0166617
14.4894,-0.00651957,0.00409688,-0.0102721
14.4994,-0.0144528,-0.0241881,-0.0198482
14.5094,-0.00128721,-0.00159664,-0.0147599
14.5194,-0.000541511,-0.00145074,0.0018504
14.5294,0.00439401,0.0112646,0.00648971
14.5394,0.00588787,-0.0192651,-0.0220903
14.5494,0.0148636,0.00796487,0.0205566
14.5594,-0.00115009,-0.0113422,0.0379149
14.5694,0.0184498,0.00152259,0.0135245
14.5794,0.0262283,0.00406238,-0.0460305
14.5894,0.0167987,0.0109416,0.00424775
14.5994,0.0223327,0.00764545,0.0263942
14.6094,0.00182986,0.00569599,-0.027774
14.6194,-0.00311074,-0.000892246,-0.00353268
14.6294,0.0118503,0.00673494,0.0214568
14.6394,-0.00386414,0.011519,0.0277416
14.6494,-0.00311857,-0.00674106,-0.00742299
14.6594,0.000470071,-0.00958858,0.0226539
14.6694,0.0253071,0.0159948,0.0248984
14.6794,-0.0143492,0.00327116,0.0199603
14.6894,-0.0016328,0.0168835,-0.000989031
14.6994,0.00405072,-0.000628605,-0.00577764
14.7094,-0.0198938,0.0237575,-0.0149058
14.7194,-0.00358612,-0.0124593,-0.0271763
14.7294,-0.012567,0.00818576,0.0263932
14.7394,-0.00478863,0.0117722,0.0133743
14.7494,0.00298976,0.00503368,-0.0101192
14.7594,-0.00629044,0.0250801,-0.0288243
14.7694,-0.00135516,0.000534665,-0.0167044
14.7794,0.0131568,-0.0234122,0.01412
14.7894,0.000434986,-0.0319466,0.0383604
14.7994,-0.0098927,0.00545742,0.0248923
14.8094,-0.00510709,0.00380623,-0.0201493
14.8194,0.013894,-0.0273234,-0.0232926
14.8294,-0.00152135,-0.0162556,0.00962644
14.8394,-0.0163382,-0.000399455,-0.0122216
14.8494,-0.00422037,-0.00639031,0.00348909
14.8594,-0.00946044,0.00168463,0.0370065
14.8694,0.0125333,0.0129019,0.0103699
14.8794,0.0200124,-0.00311477,-0.0273399
14.8894,0.0141738,-0.00461673,-0.0179142
14.8994,-0.00154089,0.0230604,0.0132087
14.9094,0.010128,0.00794141,-0.000409797
14.9194,-0.00259395,0.0203555,0.00347913
14.9294,0.0122173,0.0314228,-0.0197162
14.9394,0.011167,-0.0185616,-0.0165756
14.9494,0.00517874,-0.0106368,-0.00281091
14.9594,0.0095154,0.0191349,0.0365416
14.9694,0.0078666,0.0194282,0.0202292
14.9794,-0.00305967,0.00296214,-0.0245142
14.9894,0.00471863,-0.0138033,-0.0429216
14.9994,-0.0148866,0.0168661,-0.00356935
15.0094,-0.00381623,-0.0277318,0.0247097
15.0194,-0.00381902,-0.0277381,0.0247074
15.0294,-0.0235738,-0.0190654,-0.0153977
15.0394,-0.0235766,-0.0190718,-0.0154002
15.0494,-0.0153494,0.00456441,-0.000439049
15.0594,-0.0087681,0.00889742,-0.012263
15.0694,-0.00128902,-0.000386554,0.00554107
15.0794,0.00185061,-0.0298715,-0.00523555
15.0894,0.00484061,-0.0140166,-0.0127202
15.0994,0.015911,-0.00459619,-0.0130224
15.1094,0.0229412,0.0129046,-0.00374798
15.1194,0.0178509,0.0100547,0.0237821
15.1294,0.0244322,0.031446,0.0153993
15.1394,-0.0146256,0.0244062,-0.0438601
15.1494,0.00497411,0.0252971,-0.0277026
15.1594,0.00482183,-0.0122686,-0.00496125
15.1694,-0.00385972,-0.017064,0.0123931
15.1794,0.00481659,-0.0115345,0.0111925
15.1894,0.0076571,-0.0115416,-0.0148479
15.1994,-0.00192222,-0.0193299,-0.0121581
15.2094,-0.0173374,-0.00586983,-0.0268263
15.2194,-0.0124019,0.0132764,-0.0160563
15.2294,-0.00941167,0.0068347,0.0164109
15.2394,-0.00208198,-0.00559251,0.0355604
15.2494,-0.00926701,0.00981264,0.00458149
15.2594,-0.000889815,0.00935626,-0.0371713
15.2694,-0.0275276,0.00605673,-0.0449567
15.2794,-0.0137634,-0.000684495,0.0157915
15.2894,0.0025446,0.00274952,-0.00127152
15.2994,0.0128672,-0.0182073,0.00276417
15.3094,0.0082261,-0.019861,-0.0379416
15.3194,0.0053807,-0.00894535,-0.020738
15.3294,0.00403169,-0.031698,-0.00922074
15.3394,0.0110624,-0.0186875,0.0204025
15.3494,-0.00480135,-0.013907,-0.0198547
15.3594,-0.000464087,0.0176583,0.00707493
15.3694,-0.000466253,0.0176502,0.00706986
15.3794,0.0107544,0.0397883,-0.0376767
15.3894,0.00431788,0.032448,-0.00311584
15.3994,0.0026698,0.0107424,-0.0131468
15.4094,-0.0103506,-0.00632441,0.00330778
15.4194,0.0122425,0.0116237,-0.0213878
15.4294,-0.00287278,0.000392516,0.000303956
15.4394,0.0117897,-0.00335684,0.013167
15.4494,0.000415378,-0.0148874,0.011216
15.4594,-0.00751724,-0.0258194,0.00687066
15.4694,-0.00392779,-0.0395946,0.0150947
15.4794,0.00310333,-0.00249337,-0.000473514
15.4894,-0.00303354,0.0114141,-0.00856002
15.4994,-0.00542945,0.00227748,0.00729524
15.5094,-0.0203948,0.0179805,0.0282381
15.5194,-0.00229043,0.0202161,-0.00842932
15.5294,-0.0145622,-0.00523108,0.00832349
15.5394,-0.0180055,0.014063,-0.000511667
15.5494,-0.0263866,0.0106123,-0.0249091
15.5594,-0.020253,-0.00181671,0.017132
15.5694,0.00234063,-0.0323518,0.00156289
15.5794,0.0102699,-0.0485218,-0.0162508
15.5894,0.0202942,-0.0370091,0.0341696
15.5994,0.00772341,-0.0349236,-0.000702886
15.6094,0.0125105,-0.03209,-0.0219586
15.6194,0.00742159,-0.00815766,-0.0125388
15.6294,0.0210373,-0.00711979,0.0317461
15.6394,0.00218192,0.0253417,0.000314857
15.6494,0.0157977,0.0332627,-0.0269267
15.6594,0.00128188,0.0395377,0.000299382
15.6694,0.00382466,0.0304,-0.00105524
15.6794,0.000681285,0.025901,-0.00839544
15.6894,-0.0118892,0.00479221,-0.00765537
15.6994,0.0105554,-0.00763768,0.00939499
