time (sec),X vibration (m/s^2),Y vibration (m/s^2),Z vibration (m/s^2)
10.1113,0.0203371,-0.0084742,-0.0195371
10.1213,0.00657188,-0.00129286,-0.0089179
10.1313,-0.00943791,-0.009973,0.017862
10.1413,-0.00210442,-0.00099603,-0.0666877
10.1513,0.00418158,-0.0114718,-0.027488
10.1613,-7.01831e-06,-0.000699224,0.0349054
10.1713,-0.0161666,0.00378863,0.0209841
10.1813,-0.00194995,0.00543339,0.00197519
10.1913,-0.0083832,0.0251842,-0.0312493
10.2013,-0.00838212,0.0145587,0.0660094
10.2113,-0.0179578,0.0265284,0.0236571
10.2213,0.00119669,0.0208409,-0.0614913
10.2313,-0.00224397,0.00557671,0.0353185
10.2413,-0.00344012,0.00707181,0.016908
10.2513,0.0133201,-0.000411305,-0.0417548
10.2613,0.0137699,-0.0025075,-0.0344278
10.2713,0.0184095,-0.0313887,-0.0115386
10.2813,0.0146694,-0.0337841,0.0026716
10.2913,0.0190096,-0.00924502,0.0336411
10.3013,0.0185615,-0.00266231,0.00670125
10.3113,0.00793798,0.00197512,0.0535322
10.3213,0.00748975,-0.0113438,-0.0272769
10.3313,0.00225313,0.00122433,-0.0036396
10.3413,0.000458117,0.0118472,0.0304722
10.3513,0.00150617,-0.00925286,0.00457971
10.3613,-0.0115116,-0.0346924,-0.0346305
10.3713,-0.0106133,-0.00731021,-0.063815
10.3813,-0.0177953,-0.00342098,0.0190783
10.3913,-0.0159992,0.00405953,-0.00442007
10.4013,-0.0207871,-0.0134493,-0.0217833
10.4113,-0.0146516,-0.00222785,-0.00712441
10.4213,-0.0134541,0.0239572,0.0661921
10.4313,-0.00103392,0.0115361,0.054066
10.4413,0.00794462,0.0154253,-0.01986
10.4513,-0.008964,0.000310688,-0.00744562
10.4613,0.000912308,-0.00073809,0.0396844
10.4713,0.0124346,-0.0155534,-0.00820485
10.4813,0.00345664,-0.00508019,-0.0592365
10.4913,0.00225976,-0.0107677,-0.0369462
10.5013,0.0113878,0.0107787,0.0276913
10.5113,0.00764705,0.00464224,-0.0329172
10.5213,-0.00118136,0.00314457,-0.0420506
10.5313,-0.000133782,-0.000448019,0.048474
10.5413,0.0063007,-0.00164641,0.0418843
10.5513,0.00869497,0.00194356,0.0231741
10.5613,0.00435557,0.000595541,0.0384314
10.5713,-0.0167432,-0.00838395,-0.00601627
10.5813,0.00255999,0.0152574,0.00145991
10.5913,-0.00537074,-0.00973324,0.00863681
10.6013,-0.00821385,0.00672552,-0.0259349
10.6113,-0.00821389,0.00672426,-0.0259406
10.6213,-0.000881744,-0.0255985,-0.00948624
10.6313,0.0112388,-0.0233552,0.00352647
10.6413,-0.00372499,-0.0149768,-0.00126759
10.6513,-0.000133815,-0.00899256,0.000372715
10.6614,0.000464615,-0.00121268,0.0180241
10.6714,0.000763757,-0.00181243,0.00365332
10.6814,0.00255925,0.00701493,0.00529362
10.6914,-0.00671838,-0.00405937,0.0335692
10.7014,-0.0156968,-0.00495836,-0.0132727
10.7114,-0.00133182,0.00865741,-0.0530818
10.7214,0.00330671,0.00371826,-0.0107403
10.7314,-0.00432497,-0.00316616,0.00451691
10.7414,-0.00671938,-0.0236675,-0.0384345
10.7514,-0.0079167,-0.00870492,-0.000282871
10.7614,0.000163429,-0.003768,0.0196131
10.7714,-0.00761793,0.00969824,0.0374142
10.7814,-0.00731892,0.0242119,0.0383063
10.7914,0.00674665,0.0200211,-0.0329264
10.8014,0.00495072,0.0258559,0.0165976
10.8114,0.00749426,0.0382748,0.00357354
10.8214,0.00674577,-0.00527044,-0.0128922
10.8314,0.0299391,-0.0182898,-0.00347072
10.8414,0.0202125,-0.0118563,-0.0132028
10.8514,-0.00313118,-0.00422572,-0.0292195
10.8614,-0.00343078,-0.0158982,0.00968035
10.8714,0.0130289,-0.0257751,0.043343
10.8814,0.0137768,0.000859419,-0.00664129
10.8914,0.00449896,-0.012459,0.0374959
10.9014,0.0024037,0.00235426,-0.00710141
10.9114,0.00195444,0.00414918,0.0265612
10.9214,-0.00163719,-0.0130597,0.0106942
10.9314,-0.00477991,0.00115511,0.00485279
10.9414,0.00539502,0.0141729,0.0105334
10.9514,-0.0067259,-0.0217405,-0.0349616
10.9614,-0.0104672,-0.0346098,-0.0352664
10.9714,-0.00313535,-0.00124135,-0.00280078
10.9814,-0.00223789,-0.0181508,-0.0213612
10.9914,-0.0113661,-0.00603064,0.04178
11.0014,-0.0104686,0.0105786,-0.0173319
11.0114,-0.00268789,0.018509,-0.0381369
11.0214,-0.00912262,0.0182094,0.055231
11.0314,-0.0160063,0.0321254,0.0329297
11.0414,-0.00508316,0.0171615,-0.0445874
11.0514,-0.0124157,0.025092,0.0155611
11.0614,-0.0019415,0.00743475,-0.00464516
11.0714,-0.0110697,-0.00648155,-0.0155739
11.0814,-0.00164293,-0.022792,-0.0128858
11.0914,0.0080831,-0.00842687,0.0213757
11.1014,0.00808276,-0.00842682,0.0213705
11.1114,0.0101773,-0.0130655,0.0436611
11.1214,0.0166114,-0.023091,-0.0136549
11.1314,0.016611,-0.0230908,-0.0136601
11.1414,0.0191545,-0.0248861,0.0066853
11.1514,0.023344,-0.0129149,0.0162569
11.1614,0.0073326,-0.0355097,-0.00140532
11.1714,0.00314247,-0.0148594,-0.0142792
11.1814,-0.00598567,-0.00588073,-0.0115908
11.1914,-0.00688379,0.000254902,-0.0425706
11.2014,-0.00897899,0.0171644,0.00979724
11.2114,-0.00449018,0.0107307,0.0123361
11.2214,-0.0104759,0.00714012,0.037919
11.2314,-0.0121222,-0.00438113,0.000804183
11.2414,-0.0173597,-0.0138074,-0.0285295
11.2514,-0.0145169,0.0111828,0.0377547
11.2614,-0.0275355,0.0167203,-0.00175425
11.2714,-0.00598809,0.000859807,0.00123367
11.2814,-0.00913069,-0.00497495,0.00392235
11.2914,-0.00733527,0.0108877,-0.0462107
11.3014,-0.00359456,0.0123852,-0.0278101
11.3114,-0.010478,0.00400683,-0.0194351
11.3214,0.00388688,0.00894616,0.0290425
11.3314,0.0234891,0.0135863,0.0555235
11.3414,0.00837562,-0.00287229,0.00778482
11.3514,0.0207953,-0.0154402,0.00433861
11.3614,0.0128644,-0.0266614,-0.0260422
11.3714,0.0216928,-0.0143896,0.0408409
11.3814,0.00957214,-0.00750456,0.0230297
11.3914,0.00657929,-0.0511967,-0.0208183
11.4014,-0.000753005,-0.00390966,-0.0247133
11.4114,0.0143602,-0.00390775,0.00431182
11.4214,0.00164101,0.00252861,-0.00811237
11.4314,-0.00404525,0.0104614,-0.0103612
11.4415,-0.000603666,0.0201899,0.0256969
11.4515,-0.0018008,0.022287,0.0114772
11.4615,0.00268827,0.00747519,-0.00423892
11.4715,-0.0119761,0.00882422,-0.0221995
11.4815,-0.00539214,-0.0155642,0.0289721
11.4915,-0.00254903,0.0185554,0.0340556
11.5015,-0.0143703,-0.00732922,-0.0253543
11.5115,-0.0101804,0.0181116,-0.0243109
11.5215,-0.000902925,-0.0169008,-0.0108476
11.5315,-5.04425e-06,-0.00612423,-0.0443702
11.5415,0.00223958,-0.00731857,-0.00367302
11.5515,-0.00239907,-0.0167429,0.0171225
11.5615,-0.00404497,0.00196461,-0.0083196
11.5715,-0.00494267,0.00570847,0.00499419
11.5815,0.0074773,0.0107991,0.00783344
11.5915,-0.0136213,0.0127475,0.00693182
11.6015,0.00538269,0.00452057,0.0269793
11.6115,-0.00284715,0.00407484,-0.00534591
11.6215,0.00538305,-0.00744393,-0.0221089
11.6315,-0.0013504,-0.005645,-0.0403683
11.6415,0.0107704,-0.0155177,0.0030227
11.6515,0.00104423,-0.00623678,-0.00371456
11.6615,0.00792776,-0.00383913,0.00526005
11.6715,-0.00314509,-0.00323707,0.00271267
11.6815,-0.00164845,0.0171171,0.0300927
11.6915,-0.000151803,0.00739431,0.0112349
11.7015,0.00822815,0.0213142,-0.00463
11.7115,0.00852773,0.00889806,0.0389108
11.7215,0.00957551,0.0103982,0.0972657
11.7315,0.020649,0.0160882,0.0155608
11.7415,0.00703238,-0.0159302,-0.0953233
11.7515,0.0142153,-0.0105394,-0.0172163
11.7615,0.012869,-0.0105354,0.0571498
11.7715,-0.0044885,0.00712566,-0.0435589
11.7815,-0.00269246,0.00518441,-0.0199195
11.7915,-0.00448769,0.00309355,-0.00181665
11.8015,-0.0101734,0.0179117,0.0689583
11.8115,-0.0130161,0.0280911,-0.0250166
11.8215,-0.0139135,0.0219601,0.012988
11.8315,-0.000296082,0.0123876,0.0535365
11.8415,-0.0146607,0.0219685,0.00789427
11.8515,-0.0184012,0.0134435,-0.015452
11.8615,-0.0103203,0.00312285,-0.0293712
11.8715,-0.0136118,-0.0208147,0.00459335
11.8815,0.000454566,-0.011084,0.00234589
11.8915,-0.00418365,-0.0193097,-0.0112739
11.9015,-0.00403348,-0.0190061,-0.0316274
11.9115,0.00569344,0.00284527,0.00248697
11.9215,0.00958454,0.0257441,0.00577618
11.9315,0.0260451,0.00240516,0.0357007
11.9415,0.0152718,0.00211031,0.0409353
11.9515,0.0107833,0.00705274,-0.0175753
11.9615,0.0294885,-0.00865466,-0.0270051
11.9715,0.00300336,-0.024811,0.0328469
11.9815,-0.0070217,-0.0183721,0.0166835
11.9915,-0.00956494,-0.0141779,0.00575749
12.0015,-0.0032796,0.0105166,-0.0469171
12.0115,-0.00462574,-0.00833314,-0.0297115
12.0215,0.00390415,-0.00698196,-0.0232796
12.0315,-0.00028507,0.0148694,-0.0379464
12.0415,-0.0270694,0.0322317,0.0750268
12.0515,-0.00866351,0.0225098,0.00963321
12.0615,-0.00806435,0.00889726,0.0220507
12.0715,-0.0124032,0.00680676,-0.052321
12.0815,-0.00611786,0.00262133,-0.00548708
12.0915,-0.0131502,-0.0056043,0.00528448
12.1015,-0.0106057,-6.33826e-05,-0.00938214
12.1115,0.00196434,-0.00125613,-0.0241984
12.1215,-0.00791108,-0.00589054,-0.0122296
12.1315,0.014535,-0.0106746,-0.0638564
12.1415,-0.00207406,-0.0254844,-0.0116353
12.1515,-0.00267201,-0.00483024,0.05121
12.1615,-0.00536488,0.00894055,0.0187368
12.1715,-0.00581321,-0.0108073,-0.00490781
12.1815,-0.00207172,0.00565692,0.0124481
12.1915,0.0109472,-0.00810551,-0.0147878
12.2015,-0.0058115,-0.0239629,0.0359371
12.2115,0.00197016,-0.00390751,0.0278549
12.2215,0.00780654,-0.00330493,-0.0171876
12.2316,0.0100516,-0.00165493,-0.0794382
12.2416,0.00271996,0.028426,-0.00671661
12.2516,0.00870595,0.00284204,0.0375741
12.2616,0.00376845,0.0157147,0.0181196
12.2716,0.00332005,0.00165266,-0.0180941
12.2816,-0.00311384,0.00599592,0.0236528
12.2916,0.00152538,0.0148282,0.0413084
12.3016,-0.00251434,0.0268029,-0.0100186
12.3116,-0.000119703,0.0116932,0.00569173
12.3216,-0.00625436,0.017383,0.0242452
12.3316,-0.00565538,0.0226238,-0.0167567
12.3416,-0.00745061,0.00930969,-0.0846932
12.3516,-0.000866193,0.000634224,-0.00673392
12.3616,-0.00685127,0.00183472,0.029776
12.3716,-0.0105918,-0.00190284,0.0143621
12.3816,-0.00281035,0.0212941,-0.0233476
12.3916,-0.0182226,0.000497888,-0.00374643
12.4016,0.00631816,0.012472,-0.00539366
12.4116,-0.0123861,0.00529259,0.00358335
12.4216,-0.0107398,-0.0168506,0.0290204
12.4316,0.00826433,-0.0198403,0.010614
12.4416,-0.00280851,-0.0174431,0.00567492
12.4516,0.00392538,-0.00906055,-0.0449033
12.4616,0.0161958,-0.0138461,-0.0235063
12.4716,0.00272874,-0.0074089,-0.0257518
12.4816,0.00527276,0.0193788,0.0255726
12.4916,0.0106599,0.0110018,-0.0142316
12.5016,-0.00520146,-0.0136856,0.0225781
12.5116,0.0112587,0.00517117,0.0207816
12.5216,0.00542302,0.000235665,0.0252699
12.5316,0.0106604,0.0237311,-0.00525669
12.5416,0.00587213,0.00428068,-0.0390753
12.5516,-0.00564981,-0.00813683,0.00716173
12.5616,-0.00250739,0.00593128,-0.00436094
12.5716,0.00183212,0.00159402,-0.0238143
12.5816,0.0129053,-0.0178566,-0.0109462
12.5916,-0.00385404,-0.00408792,0.00356803
12.6016,-0.0101388,-0.0286263,-0.00630851
12.6116,-0.00774464,0.000405185,0.00251956
12.6216,-0.0125331,0.00699112,0.00940239
12.6316,0.00407655,0.0117813,-0.00331714
12.6416,0.00407647,0.00923933,0.0441173
12.6516,-0.00714638,0.00340525,0.00311649
12.6616,-0.00894213,0.0177721,-0.0166359
12.6716,-0.0114861,-0.0109565,-0.0173843
12.6816,-0.00340585,-0.0075133,0.0110464
12.6916,-0.00639875,-0.0158914,-0.00331899
12.7016,-0.0101398,0.00206645,-0.0278596
12.7116,-0.00580058,0.00715552,0.0327431
12.7216,0.0027285,-0.0268106,0.0068558
12.7316,0.0111079,-0.0010718,0.0197244
12.7416,0.0075164,0.0113493,0.016582
12.7516,0.00601978,0.00970453,0.00939939
12.7616,0.0129028,-0.00810106,-0.020079
12.7716,0.0164938,0.00985646,-0.0244185
12.7816,0.0184388,0.0255694,0.0120929
12.7916,0.0170917,-0.00330946,-0.0296557
12.8016,0.0126023,-0.0291956,-0.0118488
12.8116,0.0100581,-0.0172237,-0.00511506
12.8216,-0.00715043,-0.00944174,-0.00316964
12.8316,0.00646614,-0.0163242,-0.0411772
12.8416,-0.019571,0.00971341,0.0266084
12.8516,-0.00550556,0.0249771,0.0417219
12.8616,-0.0105936,0.0363502,0.00161956
12.8716,-0.0114918,0.0206391,-0.0434208
12.8816,-0.00894844,0.0161506,0.0391789
12.8916,-0.00879924,0.00657449,0.028555
12.9016,-0.00371204,-0.00689223,0.00147113
12.9116,-0.00745341,-0.0258955,-0.0687081
12.9216,-0.00805242,-0.0293367,-0.0179809
12.9316,-0.00895072,-0.0214054,0.004465
12.9416,-0.00521029,0.00448213,-0.0479074
12.9516,0.00795724,-0.0187111,0.0029695
12.9616,0.0124458,-0.0112289,0.0171854
12.9716,0.0121461,0.00792493,0.0112004
12.9816,0.00660898,0.010918,-0.0312959
12.9916,0.0166341,0.00687811,-0.00256512
13.0016,0.00960066,0.0113675,0.0547462
13.0116,0.0152863,0.0128641,0.0225749
13.0217,0.00406302,0.000594139,-0.0345857
13.0317,0.00615738,-0.0094313,-0.0277019
13.0417,-0.000876105,-0.0142195,-0.0202194
13.0517,-0.00476722,-0.0181099,0.00536902
13.0617,-0.000129058,-0.00613879,-0.0107911
13.0717,0.00361128,-0.000901373,0.0206332
13.0817,0.0197715,0.00702949,0.0315573
13.0917,-0.0144959,0.0194494,-0.005103
13.1017,0.00615334,0.0201977,-0.0155769
13.1117,0.00690093,0.0112196,0.000135623
13.1217,-0.0067166,0.0154095,-0.00689661
13.1317,-0.00626829,0.0166066,0.00881593
13.1417,-0.00567035,0.0184023,0.000736253
13.1517,-0.00941188,-0.00598844,-0.00824123
13.1617,0.00136135,-0.0453428,-0.0248502
13.1717,-0.00372692,-0.0315762,-0.0124296
13.1817,-0.00716918,0.00673074,0.0029837
13.1917,-0.00283034,0.0137637,0.0405432
13.2017,0.0043516,-0.00329489,-0.00195283
13.2117,-0.00672214,0.0101724,0.00807358
13.2217,-0.00881768,0.019001,-0.0172143
13.2317,0.00824027,0.0158586,0.00897291
13.2417,-0.000289651,-0.00404305,0.00732767
13.2517,0.00644336,-0.00583868,-0.00329576
13.2617,0.00719091,-0.0146672,-0.0359158
13.2717,-0.00148864,-0.0272367,-0.00434167
13.2817,-0.00178855,-0.0157147,-0.0145162
13.2917,0.00599191,-0.00134951,-0.0203512
13.3017,0.0184111,0.00688054,0.0398035
13.3117,0.00958192,-0.000451613,0.0417495
13.3217,0.00584037,0.0134646,0.0155639
13.3317,0.000452812,0.0209465,-0.0378556
13.3417,-0.0031391,0.0200488,0.0172114
13.3517,-0.0058332,0.00478594,0.0200553
13.3617,0.00134872,-0.0148164,0.0196072
13.3717,0.00134809,-0.0257397,-0.0281261
13.3817,-0.0148133,-0.0128708,-0.0405452
13.3917,-0.00822993,-0.0136189,-0.0113653
13.4017,-0.0038911,0.00583403,-0.0121127
13.4117,-0.0121217,-0.00883018,0.0407097
13.4217,-0.00658582,-0.00254524,0.056572
13.4317,0.012567,0.00344044,-0.0207894
13.4417,0.00119402,0.00688232,-0.0312632
13.4517,-0.00763517,0.00344094,-0.00537534
13.4617,0.0127148,0.00673322,0.0556771
13.4717,0.00627979,-0.00882868,0.0178198
13.4817,0.0136114,-0.0199015,-0.00731843
13.4917,-0.00733839,-0.00658344,-0.0242267
13.5017,0.00597865,-0.0216964,-0.0311092
13.5117,-0.00329944,-0.0139148,-0.0215318
13.5217,0.00433142,-0.00628294,0.0187212
13.5317,0.0088199,0.0212507,0.0499959
13.5417,0.00133746,0.0107766,0.00495596
13.5517,-0.0112326,0.0061384,-0.0288612
13.5617,0.00762099,0.0272377,-0.0240722
13.5717,-0.00554763,0.0263405,0.0259071
13.5817,0.00328033,0.0190089,-0.0100051
13.5917,0.00612283,0.00973213,0.00630597
13.6017,0.00178277,-0.000592098,0.00810224
13.6117,0.00821655,-0.0110659,0.00615758
13.6217,-0.00330605,-0.0179484,-0.024667
13.6317,-0.00300736,-0.00762269,-0.0345424
13.6417,-0.00435467,-0.0188446,0.021123
13.6517,0.00267767,0.00689382,0.0387807
13.6617,-0.0115384,0.010486,-0.0122448
13.6717,0.00162907,0.0140783,-0.0110471
13.6817,0.00566869,0.0212619,-0.000123116
13.6917,0.00626667,0.00495256,0.0327975
13.7017,0.00432083,0.0130341,0.00182322
13.7117,-0.0106434,0.0076483,-0.0177787
13.7217,-0.00944684,-0.0173398,0.000327861
13.7317,-0.00929776,-0.00656471,-0.011044
13.7417,-0.0031632,-0.0159905,-0.0198721
13.7517,-0.00480975,-0.00566421,0.0305559
13.7617,-0.00481028,-0.00566279,0.0305563
13.7717,0.00401774,-0.0131432,-0.0195715
13.7817,-0.00451208,0.0199281,0.00437079
13.7917,0.00566269,0.0152909,0.0218787
13.8017,0.00491398,0.00616471,0.0196345
13.8118,0.0141909,-0.000866522,0.0374417
13.8218,-0.00241925,0.00272651,-0.018522
13.8318,0.00760589,-0.00550169,-0.00699967
13.8418,0.00251774,0.00287983,-0.000564953
13.8518,0.00625815,-0.0159725,-0.00565227
13.8618,0.0195753,-0.0152223,-0.015528
13.8718,0.0135894,-0.00220182,0.0232282
13.8818,-0.00167408,0.0188991,0.0108087
13.8918,-0.0106528,0.00857633,-0.0231586
13.9018,-0.00317142,0.0287795,-0.0141801
13.9118,-0.00392008,0.00858091,0.0167949
13.9218,-0.00182565,0.00723658,0.00602129
13.9318,-0.0108043,0.0123267,-0.0168729
13.9418,-0.00646533,0.00499703,-0.015526
13.9518,-0.0164914,-0.0168473,0.00916425
13.9618,-0.00631662,0.0272982,-0.0258506
13.9718,-0.0124522,0.00261089,0.00871565
13.9818,-0.00691609,-0.0141456,-0.0194159
13.9918,-0.00063181,-0.00142356,0.0172452
14.0018,0.00804666,-0.00740604,-0.00340456
14.0118,0.0117871,0.00381977,0.00542408
14.0218,0.0144801,-0.0153306,0.0142527
14.0318,0.00535186,-0.0102397,0.0106615
14.0418,0.00699742,0.00308124,-0.00654669
14.0518,0.00699698,0.00652626,-0.011784
14.0618,0.000562163,-0.00304702,0.0108112
14.0718,0.00490119,0.0110224,-0.0053496
14.0818,0.00160875,0.0024967,-0.00220726
14.0918,0.00415214,-0.0115654,-0.0158242
14.1018,-0.00946523,-0.00318198,-0.00909067
14.1118,-0.00527583,-0.0111088,0.0115591
14.1218,-0.0141048,0.0047566,-0.0147771
14.1318,-3.94123e-05,0.0207718,0.0464242
14.1418,-0.000788024,0.00745825,0.0138033
14.1518,0.00355101,0.0188349,-0.0201644
14.1618,0.00235349,0.0162953,-0.0128324
14.1718,0.00669252,0.00687263,0.0314599
14.1818,0.00115554,-0.00449527,0.0414853
14.1918,-0.00557853,0.00224296,0.00272918
14.2018,0.00309996,-0.00583276,-0.00565072
14.2118,-0.00557939,-0.00882074,0.00587103
14.2218,0.00190201,-0.0137539,0.00257873
14.2318,-0.00572988,-0.0182381,-0.00131213
14.2418,-0.000193761,-0.0116491,-0.00116282
14.2518,-0.0063293,0.00317007,0.0311583
14.2618,-0.00438445,0.0133506,-0.0240579
14.2718,-0.00109288,0.00347981,-0.00266028
14.2818,-0.00229042,0.014259,0.0166424
14.2918,-0.00842596,-0.00084883,0.00990836
14.3018,-0.000495659,-0.0101208,-0.0093952
14.3118,-0.00184283,-0.0244803,-0.0219651
14.3218,-0.00663165,0.000963686,-0.0137356
14.3318,-0.00274155,-0.0160891,0.0206803
14.3418,0.00354273,0.00845719,0.011552
14.3518,0.003243,-0.00380704,0.0078105
14.3618,0.00533745,0.0138561,0.0271131
14.3718,0.00608517,0.00428551,-0.027056
14.3818,0.00653361,0.00803263,0.0067613
14.3918,0.00563531,0.0105827,0.0031694
14.4018,-0.000949175,0.00669856,0.0142419
14.4118,-0.00244602,0.00161737,0.0188799
14.4218,0.0041375,-0.0259092,-0.0421725
14.4318,-0.0102281,-0.0265012,-0.0227204
14.4418,-0.00154968,0.0118125,0.0039142
14.4518,-0.00499183,0.00658192,0.01768
14.4618,-0.00678797,-0.00687856,-0.012697
14.4718,0.00428462,-0.000886206,-0.006413
14.4818,-0.00379627,-0.0119524,-0.00282251
14.4918,0.0120647,-0.0089526,0.00555632
14.5018,-0.00334842,0.0155949,-0.00506871
14.5118,-0.00798769,-0.009088,-0.00102937
14.5218,-0.00529478,-0.0128217,-0.00162879
14.5318,-0.00918588,-0.0252343,-0.0248234
14.5418,-0.00275206,-0.00218289,-0.0165942
14.5518,-0.00589499,-0.0171392,0.0250038
14.5618,0.00158627,0.0017225,0.010937
14.5718,0.00876825,-0.0111387,0.0175201
14.5818,0.00472747,-0.003799,-0.0142039
14.5918,0.0150518,0.00937662,-0.0264751
14.6019,-0.00170809,0.0152201,0.00689288
14.6119,0.000535855,0.0177716,-0.00941855
14.6219,0.011758,-0.00227196,0.000755692
14.6319,-0.00799466,0.000129999,0.00748827
14.6419,-0.00664856,0.0086671,-0.013013
14.6519,0.0107087,-0.0291831,-0.016755
14.6619,-0.00290892,-0.0275292,-0.0154094
14.6719,0.00113062,0.00854112,0.01317
14.6819,-0.00710005,0.0218667,-0.000448054
