time (sec),X vibration (m/s^2),Y vibration (m/s^2),Z vibration (m/s^2)
54.9933,-0.00555753,-0.00378012,0.0196112
55.0033,-0.0239622,0.00175645,0.000457556
55.0133,-0.0181256,0.0014572,-0.001039
55.0233,-0.0107927,-0.0079699,-0.00896993
55.0333,0.0046207,-0.0018348,0.00210299
55.0433,-0.0193203,-0.000338432,0.00778899
55.0533,0.000432639,-0.00273263,-0.00418214
55.0633,0.00447378,0.018815,-0.0151058
55.0733,0.026621,-0.000188836,-0.00597818
55.0833,0.0266221,-0.000188857,-0.00597838
55.0933,0.0161486,0.0104353,0.0251458
55.1033,0.0161498,0.0104353,0.0251456
55.1133,0.012859,-0.00886786,-0.0110667
55.1233,0.0152544,0.00564685,-0.00163977
55.1333,0.0315661,0.0019059,-0.00807437
55.1433,0.0128628,0.00250442,0.00329779
55.1533,0.000743678,-0.00213436,-0.00897265
55.1633,0.0100226,-0.00138621,-0.0172029
55.1733,-0.000899387,0.0159716,-0.00134165
55.1833,0.0161607,0.000259719,-0.0230392
55.1933,0.00853085,0.00385096,0.00284768
55.2033,-0.0182525,0.0102853,-0.0104702
55.2133,-0.0167544,-0.00572585,-0.00777704
55.2233,-0.00717593,-3.96985e-05,3.7968e-06
55.2333,-0.00702451,-0.0129085,0.000751707
55.2433,-0.00717232,-0.00512741,0.0088318
55.2533,-0.0168968,-0.00737199,0.00613806
55.2633,-0.00267942,-0.0214379,-0.00403752
55.2733,-0.0249733,-0.00273332,-0.00553419
55.2833,-0.00491998,0.0113325,-0.00403813
55.2933,0.0233634,-0.0124598,-0.00852755
55.3033,-0.00970417,-0.019792,-0.00508623
55.3133,-0.004764,-0.00393052,-0.00269238
55.3233,-0.00730561,0.00804039,-0.000298531
55.3333,0.0115509,0.006544,-0.0107734
55.3433,0.0163415,0.00250379,0.00493804
55.3533,0.0232272,-0.00632479,-0.00733253
55.3633,0.0233792,0.00474829,0.00628403
55.3733,0.0121589,0.00863882,0.00194418
55.3833,0.00198606,0.00130661,0.00134524
55.3933,0.00213822,0.00355113,0.00314047
55.4033,-0.00160012,-0.00183581,-0.00583815
55.4133,0.00797924,0.0170184,-0.00434221
55.4233,-0.00563504,-0.00527751,0.002391
55.4333,0.00678751,-0.00557681,0.00867529
55.4433,0.00379752,0.00265317,0.0194487
55.4533,-0.00667425,-0.00243451,0.00164144
55.4633,0.00485061,-0.00123745,0.000593498
55.4733,-0.00307726,-0.00393096,0.0050821
55.4833,0.000217669,0.00130628,-0.00150242
55.4933,-0.00830865,-0.00931797,0.0116651
55.5033,-0.0171342,-0.00827058,-0.00644147
55.5133,-7.25871e-05,0.00265283,-0.0010551
55.5233,-0.015931,-0.0105153,0.00238599
55.5333,0.00277673,0.00205414,-0.00240295
55.5433,0.00367772,-0.0079716,-0.0106335
55.5533,-0.00903818,-0.0169499,-0.00464866
55.5633,-0.016816,0.00744077,-0.00285363
55.5733,-0.00244762,-0.00872009,0.00552541
55.5833,-0.0057363,0.0011558,0.0106124
55.5933,0.00354455,0.00369949,0.00717014
55.6033,0.00324869,0.000108066,0.00881549
55.6133,0.00609523,-0.00288482,0.00447536
55.6233,0.0131316,-0.000640445,-0.0136313
55.6333,0.00789788,0.00654193,-0.0112379
55.6433,0.0089489,0.00833737,0.0165939
55.6533,0.0073065,0.0140233,0.0171917
55.6633,-0.00825207,0.00654129,-0.0184226
55.6733,-0.00600384,0.0204573,-0.00271145
55.6833,-0.00854396,0.00908461,-0.010194
55.6933,-1.09249e-05,-0.0057297,-0.00510716
55.7033,0.00448195,-0.0111169,-0.000169927
55.7133,0.0140625,-0.0181501,0.0035702
55.7233,-0.00269294,0.00444465,0.00716067
55.7333,-0.00253942,-0.0190487,-0.00241688
55.7433,-0.0143568,0.00234901,0.00850576
55.7533,-0.00492574,-0.0106698,0.0092531
55.7633,-0.00357503,0.00519129,-0.00376613
55.7733,-0.0147938,0.00713612,-0.00242027
55.7833,0.00137103,-0.0135142,0.00326505
55.7933,-0.00131835,-0.00947449,-0.012298
55.8033,-0.0304934,0.00324411,-0.0236713
55.8134,0.00467535,-0.012169,-0.00661366
55.8234,0.00467952,-0.0121696,-0.00661458
55.8334,-0.00219957,-0.00992559,-0.00392205
55.8434,-0.00773191,-0.00708311,0.00580338
55.8534,-0.00862548,-0.0148649,0.0194194
55.8634,-0.0216396,0.00324051,0.0155278
55.8734,0.0048504,0.017156,0.00146102
55.8834,0.0172746,0.0132648,-0.00347797
55.8934,0.0123409,0.0193991,0.00445177
55.9034,0.032247,0.012515,-0.0167976
55.9134,0.00516715,-0.00319761,-0.0111125
55.9234,0.0044234,0.00981994,-0.00976677
55.9334,0.00592422,-0.00304967,0.0057944
55.9434,0.00368415,-0.00739003,-0.00917031
55.9534,-0.000501178,-0.00155512,0.000555006
55.9634,0.00878082,-0.00664372,-0.00887317
55.9734,-0.00692648,-0.00140743,0.00459304
55.9834,-0.0115606,-0.0132297,0.00548977
55.9934,-0.00946115,-0.00694604,0.00713468
56.0034,-0.0139456,-0.00859312,-4.89882e-05
56.0134,-0.00511245,-0.0153279,0.0168588
56.0234,-0.00959689,0.00502156,0.00563496
56.0334,-0.0115375,0.0114548,0.00817764
56.0434,-0.0131788,0.002625,0.015808
56.0534,-0.0113785,0.000528852,0.00248915
56.0634,-0.00688464,7.86767e-05,-0.00783694
56.0734,-0.0201976,-0.00486063,0.00203791
56.0834,-0.0140577,-0.0136905,0.0035331
56.0934,0.00195821,0.00396524,-0.00170537
56.1034,-0.0162927,0.00546022,0.0116111
56.1134,0.00466128,0.000520787,0.000686412
56.1234,0.0320496,-0.00531649,0.0122072
56.1334,0.0019775,-0.00247488,0.00726799
56.1434,0.00736928,-0.00487058,-0.0102407
56.1534,0.011564,0.000514788,0.000531882
56.1634,0.0058827,-0.00831535,-0.00994392
56.1734,-0.00383877,-0.00906514,0.00172648
56.1834,0.000206349,0.00425088,-0.0069537
56.1934,0.00125875,0.013826,0.0118993
56.2034,-0.00936049,0.0154703,-0.0174308
56.2134,0.00216651,0.00888453,0.00202069
56.2234,-0.0154856,-0.015508,-0.00636024
56.2334,-0.010393,0.00364371,-0.000824974
56.2434,-0.0112858,-0.0162598,0.0124914
56.2534,-0.0169669,-0.00743305,-0.00172539
56.2634,-0.0187575,-0.0117744,-0.00711361
56.2734,0.00533907,-0.00399517,-0.018188
56.2834,-0.00722532,-0.00818692,0.0126358
56.2934,-0.00826767,-0.00130558,-0.00786575
56.3034,0.00640183,0.00048808,0.00350531
56.3134,-0.0106516,-0.0075943,0.000660883
56.3234,-0.0275554,-0.0062496,0.00844065
56.3334,0.0023771,-0.00640129,-0.000389249
56.3434,-0.00659591,-0.00370991,0.00275178
56.3534,-0.00299943,0.0164889,0.00993298
56.3634,0.00433798,0.00511443,-0.0098204
56.3734,-0.0125657,0.0106488,-0.00997139
56.3834,0.0245494,0.0136394,0.00708582
56.3934,0.0160254,-0.0110528,-0.00578429
56.4034,-0.00222497,0.00211295,0.00169618
56.4134,0.0142404,0.0115378,-0.0077323
56.4234,-0.00969616,0.00450264,0.008876
56.4334,0.0149992,0.0118325,-0.00219848
56.4434,0.0232346,0.0101842,-0.00294804
56.4534,0.0190502,0.0104812,0.00498133
56.4634,0.00917957,0.016165,0.018148
56.4734,0.0111303,-0.00358937,-0.0110325
56.4834,0.011435,-0.00688376,0.00856847
56.4934,0.00126518,-0.0086818,-0.00744403
56.5034,-0.0142915,0.00193997,0.00392697
56.5134,-0.0112933,0.00612736,-0.0140308
56.5234,-0.0174229,0.000139436,-0.0191198
56.5334,0.00068874,-0.0182683,-0.00056627
56.5434,-0.0120248,-0.0154277,0.00811127
56.5534,-0.0067819,-0.0143828,0.0052668
56.5634,0.0113298,-0.0089984,-0.0185268
56.5734,-0.00587279,-0.0137893,0.000924575
56.5834,-0.00452038,-0.00556186,-0.00221917
56.5934,0.00790517,-0.00122497,-0.00147236
56.6034,0.00132689,0.00415936,0.000920447
56.6134,-0.000313352,-0.00272653,-0.00147511
56.6234,0.00642608,0.00894251,-0.000578662
56.6334,0.0181035,0.00684497,0.00226306
56.6434,-0.00792739,0.00310141,0.0128859
56.6534,-0.00133751,-0.00513127,-0.0182399
56.6634,0.0109386,0.00384426,-0.010909
56.6734,-0.0191325,0.0107249,-0.0224324
56.6834,-0.00102047,-0.00603714,0.00824173
56.6934,0.0160441,0.00712817,0.0239522
56.7034,0.00437842,-0.00394766,-0.0053779
56.7134,0.00827501,-0.0060453,-0.0112151
56.7234,0.00214597,0.00697034,-0.011366
56.7334,0.0138237,0.00681795,-0.0204952
56.7434,-0.00996238,0.00756336,-0.0128651
56.7534,-0.00441968,-0.00126798,0.000600891
56.7634,0.00845525,-0.00411386,0.0125705
56.7734,-0.0138344,0.00366444,0.00972609
56.7834,-0.00320396,-0.0139955,0.0215461
56.7934,0.00907251,-0.0265678,-0.00913075
56.8034,0.0110241,-0.000833116,0.0142113
56.8134,-0.0028858,-0.00936524,-0.0068888
56.8234,0.0110368,-0.0181967,0.00418302
56.8334,0.00415986,-0.00488185,0.00103936
56.8434,-0.00286665,0.0177104,-0.000308649
56.8534,0.00327489,0.00274387,-0.0122809
56.8634,-0.00734283,0.0100732,-0.016023
56.8734,-0.0155663,0.014709,0.0118081
56.8834,-0.0133153,0.010217,-0.00944156
56.8934,-0.00642543,0.0124587,0.000582841
56.9034,-0.0029772,-0.0149278,0.00970942
56.9134,-0.000127488,0.0100586,-0.0028613
56.9234,-0.000869029,-0.00580579,0.00521784
56.9334,0.0130538,0.00137383,0.00865825
56.9434,0.0193453,0.0131922,-0.00495991
56.9534,-0.012371,-0.000577357,-0.0106473
56.9634,0.0362677,-0.00477015,0.00566184
56.9734,0.00155877,0.0051029,0.00536135
56.9834,-0.00816081,-0.0121083,0.0035645
56.9934,0.0156382,-0.00447981,0.0023662
57.0034,0.0252218,-0.00313607,-0.015741
57.0134,0.0117614,0.00733549,0.0123895
57.0234,9.6652e-05,-0.0073319,0.0164285
57.0334,-0.00887462,0.00418711,0.00266069
57.0434,-0.00647349,-0.0059912,-0.011556
57.0534,0.00131457,0.011214,0.00490287
57.0634,-0.012445,0.00253203,0.0053506
57.0734,-0.0182738,-0.000613371,0.010886
57.0834,-0.0221574,0.00521942,-0.0103636
57.0934,-0.0217014,-0.0124408,-0.00961659
57.1034,-0.00553358,0.00162204,0.000258249
57.1134,-0.0170485,-0.00840667,-0.00632693
57.1234,-0.0118041,-0.00526736,0.00698955
57.1334,2.42813e-05,0.00819687,0.0090833
57.1434,0.000480325,-0.00452531,-0.00453481
57.1534,0.00243275,0.0116324,0.000402033
57.1634,0.00797647,0.00504528,0.0120725
57.1734,0.0250422,0.00324656,-0.00558577
57.1834,0.00843975,0.0078822,0.00788035
57.1934,0.0148813,-0.00304436,-0.0184569
57.2034,0.0154871,-0.011876,-0.0106769
57.2134,0.021779,0.00128891,-0.00289702
57.2234,0.00248316,0.0117604,0.00458363
57.2334,0.0110197,-0.00290712,0.0044328
57.2434,-0.000794354,0.00142924,-0.0144226
57.2534,-0.0112617,0.0195322,0.00293405
57.2634,0.000417264,-0.00336536,-0.00784098
57.2734,-0.0121449,-0.000974284,-0.0147255
57.2834,-0.0172253,-0.00726214,0.00966408
57.2934,0.00432964,-0.0078638,0.000684666
57.3034,0.00433693,-0.00786692,0.000683441
57.3134,0.00778586,-0.00876787,0.00277712
57.3234,0.00659605,-0.00772353,-0.0108411
57.3334,0.00660334,-0.00772666,-0.0108423
57.3434,-0.00640775,-0.0140145,0.00486828
57.3534,-0.010291,0.00109564,0.0166883
57.3634,-0.00519609,0.0105196,0.0154899
57.3734,-0.00548808,-0.000107708,0.00845573
57.3834,0.00439522,0.00377971,-0.0115969
57.3934,0.00185868,0.0046744,0.0168328
57.4034,-0.0032217,-0.00535438,-0.00621259
57.4134,0.00187322,0.00541632,0.0130892
57.4234,-0.000364074,0.0125957,-8.01746e-05
57.4334,-0.000955368,-0.00102432,-0.0217788
57.4434,-0.00768177,0.00346165,0.00665074
57.4534,-0.0114154,0.00809725,0.00709826
57.4634,-0.00183148,0.00914158,0.0015603
57.4734,0.0204716,-0.00118648,0.00589834
57.4835,0.0189824,-0.00343416,0.00290418
57.4935,0.000733957,0.0101796,0.00559619
57.5035,-0.00883561,0.00688451,0.00499617
57.5135,0.0130185,0.0110712,-9.29525e-05
57.5235,0.00389783,-0.0130234,0.00304792
57.5335,0.00360569,-0.0181142,0.00439313
57.5435,0.000470449,0.00253254,0.00573833
57.5535,0.00990466,0.00821561,0.00947769
57.5635,-0.0017599,0.00117957,-0.00473936
57.5735,0.0200941,-0.00376156,0.000795612
57.5835,0.00798061,-0.015586,0.00767729
57.5935,-0.0140089,-0.00436634,-0.000255074
57.6035,0.00889248,-0.0245704,0.00138929
57.6135,-0.00756055,-0.00287621,0.00647527
57.6235,-0.0111449,0.00475215,0.00228376
57.6335,-0.0199665,-0.00108679,0.00736971
57.6435,0.00532906,-0.00258626,-0.0224097
57.6535,0.0167083,0.0209036,0.0022786
57.6635,-0.00438353,0.0159625,-0.000416616
57.6735,-0.014552,0.016109,-0.00326149
57.6835,-0.0118517,0.00233933,-0.0104458
57.6935,-0.00316593,0.000839865,0.0113993
57.7035,0.00447233,0.00757042,0.0214231
57.7135,-0.00255384,-0.00185979,0.0188774
57.7235,-0.000601828,0.00307513,0.0208208
57.7335,0.0112262,-0.0077018,-0.00536749
57.7435,0.00255392,0.00276967,-0.00671614
57.7535,0.0229111,-0.00785761,-0.00133116
57.7635,-0.00461537,-0.00352124,0.0184189
57.7735,-0.0113424,-0.00142941,-0.0124082
57.7835,0.00811688,-0.00607123,-0.00717291
57.7935,-0.00773807,0.00754262,0.000157265
57.8035,-0.00758195,0.00484609,0.00658961
57.8135,-0.00503166,-0.0107192,0.0152665
57.8235,0.00425223,-0.0156603,0.00568767
57.8335,-0.0111539,-0.00114861,-0.00733281
57.8435,-0.00755631,0.000195046,0.0218442
57.8535,-0.00111561,-0.00714022,0.0104697
57.8635,-0.00290496,-0.00819075,-0.0124268
57.8735,0.0156562,-0.00385436,-0.00853843
57.8835,-0.0156116,0.0100588,-0.00315369
57.8935,0.00893498,0.00631479,-0.00629825
57.9035,-0.0121576,0.0108008,-0.0211145
57.9135,0.00565521,0.00765538,-0.000766128
57.9235,-0.0163353,0.00406103,-0.00166619
57.9335,-0.00660291,-0.00282532,-0.00136917
57.9435,-0.00480129,0.00929217,0.00251911
57.9535,0.00163902,0.0202126,-0.00825701
57.9635,-0.00598654,0.0103335,-0.00391985
57.9735,-0.00523251,0.0100311,0.0110415
57.9835,-0.0134567,0.000600966,-0.0112567
57.9935,-0.00207856,-0.00389121,0.00594919
58.0035,0.00226663,-0.00449283,-0.00707154
58.0135,-0.0104468,0.0209423,-0.0130594
58.0235,-0.0116383,0.010315,0.0147707
58.0335,0.00318135,0.0145018,0.0102792
58.0435,0.00632926,-0.00899423,0.00429132
58.0535,0.00154638,0.00491889,0.00922692
58.0635,-0.00578037,0.00790854,-0.00529025
58.0735,0.0178676,-0.00616039,-0.0112781
58.0835,0.017873,-0.00616348,-0.0112806
58.0935,0.00201678,0.00849782,0.00143608
58.1035,0.00127384,-0.00227912,0.00652127
58.1135,0.000530854,0.00460107,-0.00814558
58.1235,-0.000960367,-0.00767223,0.0184873
58.1335,-0.0175649,0.000255402,-0.00755198
58.1435,-0.00229696,-0.00408717,-0.000820816
58.1535,-0.0227922,-0.000947913,0.00965126
58.1635,-0.00108995,-0.00319558,0.0114444
58.1735,-0.0239795,0.0204439,-0.00456922
58.1835,-0.0124526,-0.00320183,0.000216645
58.1935,0.0123918,-0.00230714,-0.00741733
58.2035,-0.00376423,0.0120548,-0.0172959
58.2135,0.000130981,-0.0136858,-0.00233473
58.2235,0.00746777,0.00262145,-0.0134104
58.2335,0.0133081,0.00291757,-0.0020405
58.2435,0.0161557,-0.0036696,-0.0185031
58.2535,0.00104685,0.0111413,-0.0126698
58.2635,0.0112265,-0.00951176,-0.0195556
58.2735,0.00689136,0.00679546,0.00408447
58.2835,-0.00223222,0.00305136,0.0173996
58.2935,-0.0098595,-0.0183499,0.0130576
58.3035,0.000319925,-0.0125172,0.00153303
58.3135,0.0173826,-0.00249478,0.000782306
58.3235,0.00242292,-0.00204908,-0.00430788
58.3335,0.00108014,0.0172508,-0.00221551
58.3435,0.013055,0.0139556,-0.00551005
58.3535,-0.00355087,-0.0161246,-0.000424947
58.3635,0.004234,-0.00281017,-0.0168875
58.3735,0.00678153,-0.0201713,0.00585472
58.3835,-0.017456,-0.0117949,0.0151296
58.3935,-0.00697781,0.00511082,0.0242549
58.4035,-0.00487937,0.00256373,-0.00253254
58.4135,0.0111352,-0.0046221,-0.0010387
58.4235,-0.0102594,0.0103383,0.00120332
58.4335,0.00590467,0.00674371,0.00135043
58.4435,0.0147365,0.0175142,-0.0121194
58.4535,0.00142207,-0.0134638,-0.00404154
58.4635,0.00381941,0.00927761,0.00942324
58.4735,-0.0056046,-0.0110763,0.0137602
58.4835,-0.00634975,-0.00329852,0.0112139
58.4935,-0.0027555,-0.00958659,0.00208351
58.5035,0.00787162,0.00387736,0.00297883
58.5135,-0.00394682,0.00103091,-0.00764787
58.5235,-0.0147179,-0.00301264,0.00177674
58.5335,0.0153618,0.0159878,0.0188328
58.5435,0.00129866,0.00146971,0.00925358
58.5535,0.024495,-0.0158915,0.00655764
58.5635,0.00773821,-0.00437289,-0.0121494
58.5735,0.0126787,-0.00946393,-0.0109548
58.5835,0.0210608,-0.00437969,-0.0132018
58.5935,-0.00452466,-0.0120146,-0.0187409
58.6035,0.00355805,0.00459167,0.00534818
58.6135,-0.00556751,-0.0145652,0.00848809
58.6235,-0.0060142,0.0104206,-0.00124075
58.6335,-0.00257039,0.00308501,-0.00782721
58.6435,-0.00750629,-0.00425063,0.00114854
58.6535,-0.00136913,-0.00844391,0.0011461
58.6635,-0.00869932,-0.0105423,0.0265819
58.6735,-0.0125879,0.00591429,0.00697705
58.6835,-0.00689983,-0.000822828,-0.00843795
58.6935,-0.00465343,-0.00606358,-0.00155709
58.7035,-0.00405309,0.00231259,-0.0039537
58.7135,0.000138491,0.00230911,-0.0115876
58.7235,-0.0112322,0.000509979,0.00681531
58.7335,-0.00434725,-0.00278552,0.00651363
58.7435,0.000143456,0.0144192,0.00830687
58.7535,0.000893202,0.00274404,-0.00680883
58.7635,-0.0143682,-0.000850738,-0.00531485
58.7735,-0.00538855,0.00333558,0.000518586
58.7835,0.00463854,-0.00340157,-0.00801309
58.7935,-0.00359009,0.0117082,-0.0128038
58.8035,-0.00254129,-0.0095437,-0.00547402
58.8135,-0.00598162,0.00825955,0.000808343
58.8235,-0.00478327,0.00885458,0.00349943
58.8335,0.0140722,0.00705542,-0.0187988
58.8435,0.000755704,0.0054059,-0.00338858
58.8535,-0.0031337,-0.0142,0.00214562
58.8635,-0.00208512,-0.00717061,0.00289145
58.8735,-0.00597459,0.00674208,0.0254842
58.8835,-0.0148021,-0.003736,-0.00594181
58.8935,-0.0046258,-0.00673225,0.00961806
58.9035,0.00270737,-0.0167614,0.00647335
58.9135,-0.0171933,0.0122646,-0.0123832
58.9235,-0.00148058,0.00283396,-0.00475406
58.9335,-0.00761479,0.0137539,-0.000716205
58.9435,-0.00417228,0.0162942,0.000927472
58.9535,0.00136511,0.00357163,0.0155895
58.9635,0.0127383,0.00416668,0.00915284
58.9735,0.0100456,0.0201743,0.000321966
58.9835,-0.00342091,0.00595533,-0.00611472
58.9935,0.00825149,0.000415292,0.0116897
59.0035,-0.00267127,0.00385345,-0.0228786
59.0135,-0.00147348,0.00729162,0.0142289
59.0235,0.0230676,0.0102809,-0.00328085
59.0335,-0.00431525,-0.00842716,-0.0171994
59.0435,-0.0221214,-0.00693425,-0.00822346
59.0535,-0.00296728,-0.00678806,0.00853355
59.0635,0.00810643,0.0099678,0.0070349
59.0735,0.0187312,0.00487672,0.0098757
59.0835,0.00511485,-0.0162255,-0.000301872
59.0935,0.0018234,-0.0145829,-0.00195016
59.1035,0.00077648,0.0101037,-0.0143723
59.1135,0.00436828,0.00306742,-0.00794018
59.1235,-0.00835031,0.00800203,-0.015125
59.1335,-0.00281326,-0.00442119,-0.0184193
59.1436,-0.000418582,0.0136815,-0.00585208
59.1536,-0.00445829,0.0151745,0.010905
59.1636,-0.00535564,0.000955639,-2.0779e-05
59.1736,0.0114041,-0.00578135,0.0106012
59.1836,0.0196346,-0.00324086,0.000273979
59.1936,0.00152901,0.0153108,0.00745428
59.2036,-0.0261533,0.00139124,-0.00152616
59.2136,0.000332786,-0.0025026,0.00774906
59.2236,-0.00535298,-0.00564826,-0.00766575
59.2336,0.00676801,0.00302739,0.0131315
59.2436,0.013951,0.00736359,-0.0126082
59.2536,-0.00834446,0.000925972,0.00250284
59.2636,0.00302833,0.00675857,-0.00303594
59.2736,0.00108346,-0.0011754,0.000104207
59.2836,0.00796714,0.00316086,0.0321242
59.2936,0.0033288,0.00510294,0.0104247
59.3036,0.00512484,-0.00133461,0.00159394
59.3136,-0.00250624,-0.00507869,0.0135627
59.3236,0.00318034,0.005692,-0.00289956
59.3336,0.00228291,0.00538959,-0.00305138
59.3436,-0.0167206,-0.00478882,0.0012859
59.3536,-0.00534778,-0.0130219,-0.0228078
59.3636,-0.00938759,-0.00644102,-0.00769665
59.3736,0.0136568,-0.00210463,-0.00829736
59.3836,-0.003551,0.00672087,0.00367141
59.3936,0.00228521,0.00402437,0.00471672
59.4036,-0.00534587,-0.00121593,0.00501385
59.4136,0.00243561,0.0116498,-0.0255142
59.4236,0.0223377,0.00386571,-7.80555e-05
59.4336,0.00662619,0.00775329,0.00755129
59.4436,0.00572875,0.0031116,0.0130857
59.4536,-0.000555611,-0.00167971,-0.00816476
59.4636,0.00752514,0.00714593,0.00889173
59.4736,0.00812406,0.00220501,-0.00801929
59.4836,0.00677771,0.00354886,-0.000240258
59.4936,0.000493343,-0.00468402,-0.0262791
59.5036,0.0121654,-0.000197775,0.0138215
59.5136,0.0209943,0.000397941,0.00947997
59.5236,0.00528282,0.0165559,0.000200478
59.5336,-0.00638847,0.00218798,-0.00219572
59.5436,-0.00204864,0.00996631,0.00827684
59.5536,-0.00578919,0.00831755,-0.00324717
59.5636,-0.0140188,-0.0199665,-0.00309951
59.5736,-0.0140185,-0.0199692,-0.00310148
59.5836,-0.00429176,-0.00919808,-0.0108845
59.5936,-0.00429141,-0.00920075,-0.0108865
59.6036,-0.000250874,-0.00980195,0.00437454
59.6136,0.00229329,-0.00366948,0.00571936
59.6236,-0.00174656,-0.00890938,-0.000716909
59.6336,0.00438887,-0.012204,-0.00101806
59.6436,0.0072323,0.00545058,0.00870645
59.6536,0.00124716,-0.0048769,0.0054126
59.6636,0.000648925,-0.000988876,0.00496185
59.6736,0.00843034,0.00110353,-0.0110511
59.6836,-0.0039892,-0.00129314,0.00391078
59.6936,0.0114237,-0.00683215,-0.000729743
59.7036,-0.0110215,-0.00219586,-0.00985935
59.7136,-0.0138643,0.0102216,0.00465365
59.7236,-0.000845687,0.000642426,0.010787
59.7336,0.00558895,0.00482988,0.00599693
59.7436,-0.00189262,0.00811954,0.00779087
59.7536,0.00110035,0.00542375,-0.000291188
59.7636,0.00349477,-0.00699839,-0.00313595
59.7736,-0.00832629,-0.0104423,-0.00972161
59.7836,-0.00174207,-0.0137366,0.0112259
59.7936,-0.00323823,-0.00461096,-0.00583429
59.8036,-0.00727823,2.5571e-05,0.000299217
59.8136,-0.00608096,-0.00641098,0.00718093
59.8236,-0.00219024,0.00525852,-0.00613829
59.8336,0.000503374,0.00166511,-4.72014e-06
59.8436,0.0028977,0.00974338,-0.00644061
59.8536,-0.00338691,-0.00971146,-0.0128765
59.8636,5.48398e-05,-0.00342878,0.0324619
59.8736,-0.00742689,-0.0131572,-0.0116823
59.8836,0.00125211,0.00644321,0.0053748
59.8936,-0.00248874,0.00329886,-0.00165955
59.9036,0.0048435,-0.0148091,-0.00719751
59.9136,-0.0026383,0.000601528,-0.00480471
59.9236,-0.00233901,-0.00164492,-0.00630244
59.9336,-0.0140107,0.000897032,0.0110541
59.9436,-0.0156567,-0.0194554,-0.00106784
59.9536,-0.00548143,0.00568174,0.00805868
59.9636,-0.00518222,-0.00838589,0.0011741
59.9736,0.00993101,0.00792274,-0.0107981
59.9836,-0.0101204,-0.00285283,-0.00735772
59.9936,0.0109783,0.0095653,-0.0063115
60.0036,-0.00757682,-0.00240731,0.0125415
60.0136,-0.0132632,0.00267869,-0.0049672
60.0236,0.00918215,0.00297634,0.00565581
60.0336,0.00379504,0.00267547,0.00804883
60.0436,-0.0044352,0.00402063,0.0158288
60.0536,0.00678731,-0.00480946,0.0204664
60.0636,0.0012505,0.00297013,0.0143301
60.0736,-0.0161076,-0.00496209,0.00565012
60.0836,-0.0065312,0.00027374,0.0010103
60.0936,0.00259631,-0.00257078,-0.0060237
60.1036,-0.0125173,-0.0130467,-0.0157511
60.1136,-0.00668189,-0.00302245,-0.00243452
60.1236,-0.0102736,-0.0175385,-0.00692465
60.1336,-0.00443816,-0.003474,-0.000341656
60.1436,0.00199577,-0.00676728,-0.011715
60.1536,-0.00099743,-0.00691817,0.00489364
60.1636,0.0287798,0.00954064,-0.00169135
60.1736,-0.0036919,0.0174702,-0.00663032
60.1836,0.015461,-0.00871738,0.00249656
60.1936,0.0105225,-0.00722215,-0.0103731
60.2036,-0.00144905,0.016569,0.00563707
60.2136,-0.00848259,-0.0208413,-0.0166597
60.2236,-0.00773504,0.00145355,-0.00319331
60.2336,0.00812577,0.00399635,-0.0198039
60.2436,0.0271289,-0.00528211,-0.0180091
60.2536,0.00154036,0.00638859,-0.00259741
60.2636,-0.00579258,-0.00363799,-0.0145692
60.2736,-0.0152205,-0.00872654,0.0125142
60.2836,-0.0101336,0.0027946,-0.00484452
60.2936,-0.0101344,0.00399085,0.00143938
60.3036,0.000189676,-0.00573635,-0.00394837
60.3136,-0.0152238,0.00952579,-0.0127778
60.3236,0.0126078,0.00578411,-0.00260328
60.3336,-0.00774373,0.0161083,-0.00454936
60.3436,0.00572262,0.000844655,-0.0018567
60.3536,-0.00909237,0.000245425,-0.00425169
60.3636,0.0111076,-0.0102298,-0.00559921
60.3736,0.00167947,-0.0043946,-0.0135307
60.3836,0.0048208,-0.00619084,0.0186404
60.3936,0.00332338,0.00473205,0.00412483
60.4036,0.00511793,-0.00095469,0.0047226
60.4136,-0.00655483,-0.00694068,-0.00320891
60.4236,-0.00146832,-0.00828792,-0.0163777
60.4336,0.00182254,-0.00499639,0.00576776
60.4436,0.0312998,0.00936827,0.0250701
60.4536,-0.00895367,-0.000208903,-0.00081777
60.4636,0.00945041,0.00128706,-0.0114427
60.4736,0.000770241,-0.000658605,-0.00710402
60.4836,0.000768976,0.0098156,-0.00261567
60.4936,-0.00461923,0.000837059,0.00740923
60.5036,-0.0100075,-0.00290417,-0.0106976
60.5136,0.00794761,0.000836444,-0.000672654
60.5236,-0.000283751,0.00472672,-0.00830487
60.5336,-0.00238003,-0.0085912,0.0253626
60.5436,-0.0115093,-0.000810327,0.00246746
60.5536,0.00135809,0.000236913,-0.015789
60.5636,-0.00687335,0.00741927,0.00650615
60.5736,-0.0040317,0.00337891,-0.00771008
60.5836,-0.0225881,-0.00919073,0.0240121
60.5936,0.00614064,0.0143021,0.00396006
60.6036,-0.00224051,-0.00574936,-0.0183365
60.6136,-0.00852676,0.00906456,-0.0165417
60.6236,-0.00344065,-0.000362646,0.00350888
60.6336,-0.0110737,-0.00874238,0.00216139
60.6436,0.00119498,-0.0127826,-0.00202919
60.6536,0.0124161,0.000983891,0.00380587
60.6636,0.0127138,-0.00844325,0.00111165
60.6736,0.0127122,-0.000811806,0.00904162
60.6836,0.000889301,-0.004852,6.26567e-05
